permutation,delta_mae
736,-0.17067506321238923
737,-1.0116028853988173
738,-1.8516300370316845
739,1.018681485256507
740,0.2262843869994624
741,0.08391112027924308
742,-0.10326249154282863
743,0.6228688783263792
744,-2.2493758623690407
745,-0.4979210232739044
746,-1.286290320382811
747,-2.153345982930295
748,-0.9533504481750406
749,-0.3329899417230058
750,-1.6923040829793692
751,0.8179866509806466
752,-3.6197738175877863
753,-0.2647408948787726
754,-2.1008426767421398
755,0.8698892667726446
756,-0.4171231829751516
757,-1.0125274820662042
758,-1.8388579117365893
759,-0.9838849192171946
760,0.21150221655940893
761,0.15102363061818647
762,-0.7416908863485521
763,0.2589172785172895
764,-0.2416658618232228
765,0.027446679359075077
766,0.05330710324830701
767,-0.15719283111994375
768,-3.784383875485803
769,0.3518252724449171
770,-2.281667887632908
771,1.2230934839518675
772,-5.23698424945832
773,-2.3201765823909604
774,0.41980374494949046
775,-2.7923810013156825
776,-0.6384405509872781
777,0.010874830532574542
778,0.33545071079664535
779,-0.3214668252081285
780,-0.4642891901742443
781,-0.27967275278490433
782,-4.209921521717144
783,-0.11773757067881618
784,-1.306315754358712
785,-0.5950138089460779
786,-0.34289085944887354
787,-2.084296232394758
788,-7.0304390763385545
789,-6.086616645257186
790,-1.3779258452527507
791,-0.6947153170288187
792,0.04298046023818003
793,0.7445219698504175
794,-1.3819118293856363
795,-1.9186168329805433
796,-4.191569994134854
797,1.1570382639971193
798,-0.49109243540048997
799,0.4243166021903457
800,-6.087087220863868
801,-0.2474316466110773
802,-0.5463673174274817
803,-0.30362954875762327
804,-2.0699856605031464
805,-0.2748378789361823
806,-0.9887345796177556
807,0.45913925187010385
808,-2.470535924200009
809,-0.3077707837144228
810,-1.2045948816414338
811,-1.7986879555924435
812,-0.9738961786113105
813,-2.2199770497293905
814,-0.2435640423104921
815,-2.993852484439607
816,-2.362400524117639
817,-1.3792172676216037
818,-5.512132519907587
819,0.5192199862910609
820,-0.592373388075643
821,-2.3974654929426933
822,-0.7494434295017918
823,-0.5681386062824139
824,-0.34358330859710406
825,0.4079386602146515
